,year,province,immigrant_status,labour_force_character,gender,age_group,metrics,total
106829,2018,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,15 to 24 years,Persons,43.0
106830,2018,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,25 to 54 years,Persons,317.0
106831,2018,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,55 years and over,Persons,14.0
106833,2018,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,15 to 24 years,Persons,32.0
106834,2018,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,25 to 54 years,Persons,223.0
106835,2018,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,55 years and over,Persons,10.0
106841,2018,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,15 to 24 years,Persons,30.0
106842,2018,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,25 to 54 years,Persons,292.0
106843,2018,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,55 years and over,Persons,13.0
106845,2018,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,15 to 24 years,Persons,14.0
106846,2018,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,25 to 54 years,Persons,183.0
106847,2018,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,55 years and over,Persons,8.0
106853,2018,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,15 to 24 years,Persons,12.0
106854,2018,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,25 to 54 years,Persons,25.0
106855,2018,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,55 years and over,Persons,2.0
106857,2018,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,15 to 24 years,Persons,17.0
106858,2018,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,25 to 54 years,Persons,40.0
106859,2018,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,55 years and over,Persons,2.0
106865,2018,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,15 to 24 years,Persons,7.0
106866,2018,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,25 to 54 years,Persons,21.0
106867,2018,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,55 years and over,Persons,2.0
106869,2018,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,15 to 24 years,Persons,8.0
106870,2018,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,25 to 54 years,Persons,31.0
106871,2018,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,55 years and over,Persons,
106877,2018,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,15 to 24 years,Persons,31.0
106878,2018,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,25 to 54 years,Persons,32.0
106879,2018,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,55 years and over,Persons,23.0
106881,2018,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,15 to 24 years,Persons,36.0
106882,2018,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,25 to 54 years,Persons,127.0
106883,2018,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,55 years and over,Persons,35.0
107525,2018,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,15 to 24 years,Persons,82.0
107526,2018,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,25 to 54 years,Persons,377.0
107527,2018,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,55 years and over,Persons,38.0
107529,2018,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,15 to 24 years,Persons,79.0
107530,2018,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,25 to 54 years,Persons,390.0
107531,2018,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,55 years and over,Persons,45.0
107537,2018,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,15 to 24 years,Persons,52.0
107538,2018,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,25 to 54 years,Persons,344.0
107539,2018,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,55 years and over,Persons,17.0
107541,2018,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,15 to 24 years,Persons,40.0
107542,2018,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,25 to 54 years,Persons,261.0
107543,2018,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,55 years and over,Persons,12.0
107549,2018,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,15 to 24 years,Persons,44.0
107550,2018,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,25 to 54 years,Persons,322.0
107551,2018,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,55 years and over,Persons,15.0
107553,2018,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,15 to 24 years,Persons,33.0
107554,2018,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,25 to 54 years,Persons,227.0
107555,2018,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,55 years and over,Persons,11.0
107561,2018,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,15 to 24 years,Persons,31.0
107562,2018,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,25 to 54 years,Persons,296.0
107563,2018,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,55 years and over,Persons,13.0
107565,2018,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,15 to 24 years,Persons,16.0
107566,2018,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,25 to 54 years,Persons,186.0
107567,2018,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,55 years and over,Persons,8.0
107573,2018,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,15 to 24 years,Persons,13.0
107574,2018,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,25 to 54 years,Persons,26.0
107575,2018,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,55 years and over,Persons,2.0
107577,2018,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,15 to 24 years,Persons,16.0
107578,2018,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,25 to 54 years,Persons,41.0
107579,2018,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,55 years and over,Persons,2.0
107585,2018,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,15 to 24 years,Persons,8.0
107586,2018,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,25 to 54 years,Persons,22.0
107587,2018,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,55 years and over,Persons,2.0
107589,2018,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,15 to 24 years,Persons,7.0
107590,2018,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,25 to 54 years,Persons,34.0
107591,2018,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,55 years and over,Persons,
107597,2018,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,15 to 24 years,Persons,30.0
107598,2018,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,25 to 54 years,Persons,34.0
107599,2018,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,55 years and over,Persons,21.0
107601,2018,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,15 to 24 years,Persons,39.0
107602,2018,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,25 to 54 years,Persons,129.0
107603,2018,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,55 years and over,Persons,33.0
108245,2018,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,15 to 24 years,Persons,84.0
108246,2018,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,25 to 54 years,Persons,387.0
108247,2018,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,55 years and over,Persons,37.0
108249,2018,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,15 to 24 years,Persons,84.0
108250,2018,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,25 to 54 years,Persons,398.0
108251,2018,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,55 years and over,Persons,44.0
108257,2018,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,15 to 24 years,Persons,51.0
108258,2018,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,25 to 54 years,Persons,353.0
108259,2018,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,55 years and over,Persons,17.0
108261,2018,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,15 to 24 years,Persons,41.0
108262,2018,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,25 to 54 years,Persons,267.0
108263,2018,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,55 years and over,Persons,12.0
108269,2018,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,15 to 24 years,Persons,44.0
108270,2018,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,25 to 54 years,Persons,332.0
108271,2018,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,55 years and over,Persons,15.0
108273,2018,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,15 to 24 years,Persons,35.0
108274,2018,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,25 to 54 years,Persons,231.0
108275,2018,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,55 years and over,Persons,11.0
108281,2018,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,15 to 24 years,Persons,30.0
108282,2018,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,25 to 54 years,Persons,302.0
108283,2018,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,55 years and over,Persons,14.0
108285,2018,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,15 to 24 years,Persons,16.0
108286,2018,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,25 to 54 years,Persons,187.0
108287,2018,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,55 years and over,Persons,8.0
108293,2018,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,15 to 24 years,Persons,14.0
108294,2018,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,25 to 54 years,Persons,31.0
108295,2018,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,55 years and over,Persons,2.0
108297,2018,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,15 to 24 years,Persons,19.0
108298,2018,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,25 to 54 years,Persons,44.0
108299,2018,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,55 years and over,Persons,3.0
108305,2018,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,15 to 24 years,Persons,7.0
108306,2018,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,25 to 54 years,Persons,20.0
108307,2018,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,55 years and over,Persons,2.0
108309,2018,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,15 to 24 years,Persons,7.0
108310,2018,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,25 to 54 years,Persons,36.0
108311,2018,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,55 years and over,Persons,2.0
108317,2018,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,15 to 24 years,Persons,33.0
108318,2018,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,25 to 54 years,Persons,34.0
108319,2018,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,55 years and over,Persons,19.0
108321,2018,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,15 to 24 years,Persons,42.0
108322,2018,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,25 to 54 years,Persons,130.0
108323,2018,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,55 years and over,Persons,31.0
108965,2018,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,15 to 24 years,Persons,87.0
108966,2018,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,25 to 54 years,Persons,394.0
108967,2018,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,55 years and over,Persons,34.0
108969,2018,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,15 to 24 years,Persons,85.0
108970,2018,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,25 to 54 years,Persons,412.0
108971,2018,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,55 years and over,Persons,43.0
108977,2018,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,15 to 24 years,Persons,50.0
108978,2018,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,25 to 54 years,Persons,358.0
108979,2018,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,55 years and over,Persons,16.0
108981,2018,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,15 to 24 years,Persons,38.0
108982,2018,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,25 to 54 years,Persons,279.0
